Spectrum #,Particle #,x,y,Fe_at%,Mg_at%,Ca_at%,Al_at%,Si_at%,O_at%,An er w%,Fe_w%,Mg_w%,Ca_w%,Al_w%,Si_w%,O_w%,r_squared,redchi_sq,Quant_flag,Comments,Real_time,Live_time,Spectrum
0,1,0.288,0.145,3.09,10.37,6.1,4.29,17.03,59.11,-3.81,7.51,10.97,10.65,5.05,20.83,41.18,0.998822,42.6,0,6.5 min. ref. bckgrnd counts,7.74,,"[0,0,0,0,0,0,0,0,0,0,0,0,19,17,12,11,5,10,12,12,5,7,11,11,19,27,36,58,86,127,166,172,137,90,77,53,47,51,37,38,28,31,30,24,45,49,51,70,97,159,287,492,858,1292,1835,2130,2171,1691,1253,720,345,160,85,40,45,37,27,21,32,41,56,58,73,82,112,106,89,73,62,34,26,30,42,27,33,37,26,26,29,27,34,29,41,36,35,24,42,36,33,40,46,37,46,35,35,38,42,36,33,38,39,44,41,50,33,56,45,41,50,45,51,69,106,157,250,376,498,668,865,912,835,723,582,415,249,164,102,78,48,40,37,62,49,49,45,47,92,124,143,239,295,339,362,344,341,306,238,175,128,88,57,57,43,44,40,55,36,38,39,75,118,184,326,522,716,1001,1329,1489,1505,1448,1260,1018,704,477,324,213,155,118,77,68,68,47,44,45,27,42,24,26,32,22,30,24,20,30,31,25,17,26,23,18,17,33,23,18,21,27,19,27,27,17,26,29,25,22,25,14,22,20,23,23,27,25,23,27,25,22,29,22,21,21,14,17,22,19,19,19,23,14,26,15,19,14,22,25,18,23,13,28,13,20,17,25,20,26,17,19,18,23,27,17,16,16,30,17,14,24,17,15,21,29,22,12,18,21,20,12,18,15,17,19,18,14,15,12,18,25,26,29,22,21,24,17,22,25,18,12,22,21,18,14,23,16,20,20,20,15,26,11,16,14,20,10,23,25,19,16,14,18,14,10,25,15,14,22,14,19,16,17,9,16,16,20,17,20,10,19,14,20,20,20,8,20,15,18,18,17,14,18,11,17,13,20,25,33,45,59,73,99,137,170,206,244,262,280,307,288,229,255,195,167,117,102,56,57,30,18,21,14,17,20,14,18,14,18,9,10,14,20,17,33,23,34,43,39,52,31,41,43,42,43,27,42,32,27,25,11,13,13,17,15,17,15,15,14,16,8,15,9,10,20,8,7,14,10,10,17,12,12,13,13,17,12,9,11,8,10,9,8,7,15,9,12,11,11,17,10,11,14,9,10,12,10,11,9,16,11,14,14,5,15,9,8,8,14,10,15,12,14,12,7,12,8,8,9,14,20,10,10,8,11,10,8,9,14,6,8,9,10,9,11,6,12,9,9,20,7,13,8,11,10,6,13,11,7,6,11,14,5,9,7,3,14,7,9,8,10,10,8,8,9,11,7,18,9,9,6,5,11,7,9,9,14,11,8,7,4,8,12,3,12,13,8,9,10,13,9,14,7,8,9,4,9,7,5,8,10,12,6,8,8,7,7,8,6,13,3,9,5,10,5,8,12,8,7,9,7,13,10,8,4,7,6,10,10,10,10,6,13,6,11,7,7,7,10,6,9,3,8,2,6,5,10,5,11,7,6,6,9,7,4,6,13,6,8,6,8,8,8,3,7,11,10,11,10,11,18,28,21,28,30,39,43,48,63,59,66,79,65,57,54,60,43,37,22,24,10,8,11,9,14,8,5,3,5,11,4,8,8,2,6,3,5,5,7,11,5,6,5,8,6,4,4,3,5,6,2,4,8,6,8,7,8,9,8,4,13,7,4,5,5,3,6,13,10,8,10,10,11,14,13,18,11,16,9,14,7,14,8,10,9,8,9,8,9,8,7,2,7,9,5,4,9,2,8,7,8,6,9,5,6,3,8,4,3,4,5,7,4,2,4,4,5,12,1,8,3,5,7,5,8,8,5,4,7,7,5,4,3,2,5,6,5,8,4,5,9,1,3,2,4,6,1,3,4,6,9,8,2,8,5,5,1,7,3,5,4,5,2,5,3,3,4,7,4,3,5,3,5,5,9,0,10,4,2,5,5,5,5,4,1,5,5,4,1,6,2,3,5,3,1,2,5,2,8,0,5,7,4,3,5,7,1,2,3,7,2,1,2,4,4,5,3,4,1,5,4,1,3,4,2,4,3,4,1,5,6,4,2,2,3,1,2,4,5,2,7,3,3,5,5,6,2,4,2,6,3,1,4,3,4,2,2,1,1,5,5,3,2,3,7,4,3,3,5,3,1,6,2,3,2,1,1,3,2,4,2,2,6,4,2,2,2,1,3,3,2,1,1,5,5,5,5,3,7,5,4,4,6,2,5,3,4,3,7,3,3,3,3,6,4,1,1,2,1,1,4,3,6,0,4,7,4,2,4,5,2,5,1,6,4,4,4,3,3,4,4,1,2,4,5,3,0,3,0,4,3,2,5,2,2,2,3,5,1,5,4,3,2,9,3,3,4,1,1,6,3,2,2,3,4,0,2,3,1,2,3,0,1,6,2,1,1,4,0,1,4,4,3,5,3,2,0,2,4,4,1,3,4,3,5,0,4,2,2,2,1,6,5,2,1,1,4,4,1,1,1,3,0,1,5,2,4,3,2,1,2,3,4,1,3,1,3,2,1,2,1,0,2,3,1,3,2,2,2,0,0,3,1,3,1,1,3,1,0,3,2,0,1,2,3,2,1,0,1,1,2,0,3,0,2,2,0,3,3,0,1,1,0,1,3,4,1,1,1,1,0,2,2,3,1,2,0,3,3,1,1,1,0,0,4,2,0,0,4,2,1,1,4,1,2,0,2,0,1,0,0,3,2,4,0,1,0,1,2,2,0,0,4,2,2,2,2,1,2,1,0,1,1,1,1,1,0,1,1,0,1,0,0,2,1,0,2,0,1,0,2,5,1,2,3,0,1,1,1,0,0,2,2,0,2,0,1,1,0,0,3,2,0,2,1,2,0,0,0,5,3,0,1,2,1,1,1,2,2,2,1,3,1,2,1,3,1,0,3,0,0,0,1,0,0,2,1,0,0,1,1,1,0,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,2,0,1,1,0,1,2,2,1,2,3,2,0,3,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
1,2,0.321,0.154,3.16,9.4,5.94,3.96,16.33,61.21,-4.91,7.68,9.93,10.34,4.65,19.93,42.57,0.998795,37.0,0,6.7 min. ref. bckgrnd counts,8.25,,"[0,0,0,0,0,0,0,0,0,0,0,0,24,20,11,9,9,8,10,6,8,5,9,8,10,27,33,71,125,170,186,176,145,106,78,44,32,32,33,25,20,23,30,33,30,47,36,53,87,141,242,440,744,1177,1628,1844,1773,1580,1028,665,313,138,65,26,23,30,19,29,31,37,47,63,70,81,77,90,68,59,40,29,33,21,34,25,19,27,20,27,20,21,29,26,19,26,28,33,25,45,40,44,34,22,35,33,34,42,41,54,40,35,41,37,36,42,37,47,52,50,43,39,48,68,83,158,194,331,479,635,778,815,812,709,492,351,258,152,91,65,41,47,51,34,41,38,47,48,75,106,162,202,303,336,397,352,342,283,198,149,119,81,74,55,50,56,37,42,50,46,56,70,127,211,339,514,774,1039,1230,1417,1533,1419,1237,976,715,483,315,204,177,113,88,70,71,44,41,31,36,32,17,20,31,25,21,22,28,21,23,35,23,28,26,27,24,14,22,21,24,26,23,26,27,24,24,18,31,19,19,27,23,24,24,21,19,35,27,25,28,24,25,24,27,21,24,24,29,18,27,20,25,25,26,20,8,14,21,24,18,26,17,18,24,23,18,28,19,22,14,27,19,27,20,25,18,17,18,24,14,15,25,20,19,17,16,25,15,17,14,18,27,22,18,16,22,26,24,17,18,21,19,21,23,15,17,12,19,23,22,21,17,23,20,18,22,13,18,18,30,23,13,17,19,16,19,18,16,17,20,17,16,14,17,17,14,15,17,16,14,19,15,13,30,14,17,16,20,23,13,15,12,16,16,15,19,8,12,17,22,15,21,14,16,25,15,26,26,29,46,47,73,114,144,159,201,272,275,314,300,307,262,240,200,151,127,89,65,37,29,23,23,20,18,13,14,11,17,14,17,11,13,18,24,26,33,27,33,47,41,37,68,42,60,33,37,29,25,16,23,14,23,17,16,15,16,12,9,8,14,12,20,17,10,12,9,10,12,17,10,12,10,10,19,6,7,13,14,7,12,17,10,12,12,12,7,14,7,9,14,7,5,13,17,15,11,8,13,10,16,15,9,12,11,10,7,16,17,14,7,13,10,11,10,13,9,7,9,7,11,15,13,13,12,5,8,6,9,12,13,9,12,6,11,12,13,6,11,9,11,9,11,9,12,7,15,10,15,10,6,14,14,6,7,7,10,11,14,5,8,17,10,11,11,13,6,4,14,12,10,5,14,9,10,12,11,6,6,11,7,12,5,9,12,8,13,6,7,6,11,4,7,8,7,10,13,10,5,11,4,5,6,8,7,3,7,7,8,6,11,9,12,12,10,7,4,6,14,8,4,13,12,12,6,9,9,6,7,9,16,9,11,5,14,8,8,12,7,10,11,6,9,6,12,8,6,16,8,9,7,11,10,7,8,6,8,7,12,8,4,9,9,10,8,9,9,3,12,11,16,20,24,23,35,39,46,46,70,72,73,71,71,56,53,51,49,45,52,28,24,21,20,11,16,6,10,8,8,6,5,9,13,3,6,6,3,6,8,4,6,5,7,7,9,4,3,5,7,4,2,4,2,10,12,7,2,7,12,1,7,9,5,10,8,7,8,5,5,12,9,8,10,13,11,13,9,14,16,13,13,16,12,17,8,8,9,6,7,10,3,7,4,7,7,7,8,6,2,5,3,7,5,9,4,6,5,13,10,4,5,4,7,6,6,3,4,7,8,2,10,0,6,6,8,8,3,7,3,8,5,5,8,6,3,7,6,2,5,6,8,4,4,7,3,0,10,4,2,4,5,3,4,4,2,6,5,2,0,5,7,6,3,5,6,3,3,7,6,3,2,7,3,4,3,4,4,7,5,5,3,2,9,3,0,5,6,4,3,1,4,2,8,3,3,6,2,5,6,5,6,6,6,0,6,3,4,1,1,5,3,2,6,3,1,3,7,7,4,2,6,2,5,5,1,5,2,4,1,5,1,7,2,3,4,2,8,0,7,1,1,3,3,3,6,2,1,9,6,4,5,3,1,2,6,3,3,8,2,0,3,0,4,6,5,2,2,4,5,1,6,3,7,6,3,5,5,1,4,3,4,0,1,4,1,5,4,3,3,7,6,4,7,4,3,5,3,1,5,1,3,1,3,1,3,0,0,5,2,1,2,4,2,1,0,4,4,5,3,2,1,0,3,5,3,1,1,4,3,1,2,1,2,5,5,2,2,3,2,2,4,5,3,3,1,2,6,2,3,3,1,4,3,0,2,2,4,3,2,3,5,1,2,2,3,4,2,4,1,4,1,1,2,1,3,3,2,6,6,2,5,1,2,3,2,2,2,4,0,0,0,4,2,2,2,7,0,4,1,2,3,3,3,2,0,0,4,1,4,2,3,5,0,1,1,2,2,2,2,1,2,1,2,3,0,0,0,2,0,2,2,3,3,3,3,3,3,1,5,3,3,2,3,2,3,2,2,2,2,3,1,0,1,2,4,6,1,5,4,0,1,1,0,1,3,1,4,2,0,4,2,1,1,4,1,2,1,0,3,3,6,0,2,2,1,2,2,0,1,1,1,1,1,0,2,1,1,0,3,0,0,2,3,2,1,1,2,2,3,0,0,1,4,0,1,6,0,0,0,0,3,0,2,0,2,2,2,1,2,1,2,0,1,1,3,2,0,6,2,0,1,1,0,0,1,2,2,2,0,1,3,1,0,3,3,0,3,1,2,2,1,2,4,1,3,3,0,1,5,0,0,0,1,0,1,0,2,4,0,0,1,0,2,0,1,2,2,0,0,1,2,1,1,2,0,1,1,0,4,0,1,0,2,2,2,0,2,0,0,1,1,1,0,1,3,0,1,0,1,0,0,0,1,0,0,1,0,1,2,0,0,2,1,2,4,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,0,1,1,0,1,0,2,0,0,0,0,1,1,2,1,1,1,2,0,2,0,1,1,2,0,2,2,1,1,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,1,2,2,2,1,0,1,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,4,0.042,0.037,3.16,9.25,5.94,3.74,17.36,60.56,-5.3,7.6,9.69,10.26,4.35,21.02,41.78,0.998747,48.0,8,"4.4 min. ref. bckgrnd counts, too low",6.29,,"[0,0,0,0,0,0,0,0,0,0,0,0,18,30,18,13,10,11,16,20,13,15,23,30,43,75,128,233,372,529,631,593,481,301,202,113,75,69,62,48,66,49,50,50,56,52,76,85,120,185,338,594,1047,1565,2107,2604,2501,2086,1404,826,419,214,86,58,40,33,52,51,35,56,66,77,118,118,120,134,128,79,71,59,52,46,38,28,34,34,24,42,31,35,27,35,38,25,44,21,33,41,38,35,33,35,33,30,38,36,36,29,31,37,31,40,44,38,33,53,38,35,32,39,47,65,75,132,184,280,431,502,671,655,686,527,427,290,165,123,94,63,34,36,40,39,35,37,35,52,65,78,113,151,199,243,290,273,248,202,178,157,94,72,63,41,37,37,35,20,32,36,42,65,99,146,292,457,597,813,1004,1210,1196,1114,984,744,610,375,240,188,129,90,69,63,43,33,37,33,43,29,31,20,24,13,20,25,21,24,16,17,18,16,22,16,18,17,20,16,21,16,12,15,17,13,17,23,15,18,17,20,16,17,24,15,25,23,17,11,19,14,17,21,11,19,14,12,23,14,15,19,14,18,19,20,18,11,16,12,23,14,17,12,12,12,10,15,17,11,11,15,19,18,15,17,9,10,14,9,19,6,19,21,7,11,17,15,11,17,23,9,11,16,14,17,7,12,17,13,23,16,12,8,12,12,14,14,13,13,16,12,7,18,14,7,11,18,13,16,12,10,11,13,8,11,12,11,9,15,13,12,10,15,16,15,14,15,11,6,12,18,15,11,10,13,16,12,11,8,14,13,10,11,13,10,9,11,14,12,13,12,12,10,15,14,13,11,20,25,26,37,50,71,82,102,136,158,179,195,218,192,196,162,133,102,83,58,42,37,22,25,15,11,14,11,10,13,8,15,11,7,14,11,13,13,20,17,30,34,32,26,35,30,33,36,41,24,20,22,21,10,17,11,17,7,7,7,8,7,14,10,8,10,15,5,10,9,8,8,9,5,14,10,12,4,6,8,12,9,4,10,8,4,3,7,12,9,9,4,7,10,6,6,7,2,8,7,6,6,8,10,5,8,8,4,7,5,8,4,6,7,13,11,6,3,2,14,8,7,8,9,10,10,8,11,9,3,11,5,9,11,9,9,5,8,6,6,6,7,10,4,10,6,7,6,6,9,2,5,5,4,9,7,6,5,10,8,9,10,9,6,5,4,6,8,8,5,6,5,7,7,4,3,4,5,5,6,3,11,7,7,10,7,6,7,4,3,5,5,8,5,8,5,9,7,8,7,11,5,3,8,4,6,6,6,10,4,4,1,9,6,6,7,8,4,2,7,8,3,2,4,6,3,8,4,3,3,7,3,4,5,4,2,9,4,5,5,3,7,6,8,0,4,4,5,6,6,5,5,3,1,3,7,7,6,6,7,8,3,2,3,4,7,5,6,6,6,7,9,12,7,20,12,20,24,29,37,34,42,53,41,39,46,33,35,35,38,26,20,23,12,9,7,6,4,5,9,8,6,12,6,2,3,1,6,4,2,4,8,2,3,5,6,2,2,4,5,4,3,3,5,4,7,5,2,8,5,2,2,5,0,5,3,3,2,6,6,5,3,5,9,9,9,12,10,8,10,6,6,12,4,13,8,6,4,5,4,2,5,4,4,4,5,1,2,3,3,3,5,8,4,3,8,3,1,2,0,6,4,1,3,1,3,2,4,6,5,7,7,3,3,5,4,2,5,4,1,1,1,2,2,3,3,2,3,6,4,5,3,5,10,8,4,4,6,3,4,4,1,6,5,3,3,1,3,4,1,2,2,2,2,3,2,5,3,4,1,3,3,5,3,6,2,4,5,2,3,3,5,1,8,6,4,2,1,2,5,6,2,3,4,2,3,3,1,1,4,6,2,1,4,3,4,3,4,2,5,2,1,5,4,4,2,2,3,4,2,2,5,1,2,2,3,4,0,0,1,0,4,2,1,0,1,0,3,1,5,1,4,1,1,0,2,6,3,0,3,4,2,2,1,3,2,3,1,5,2,2,2,3,2,0,1,3,0,0,2,5,3,2,3,3,2,2,1,3,3,3,3,2,2,4,2,0,3,3,2,1,3,3,2,4,0,2,6,1,2,3,4,1,5,4,2,1,2,1,2,1,2,0,4,1,1,6,2,1,1,4,0,1,5,1,2,1,2,1,2,1,0,4,1,3,4,0,1,1,4,2,2,2,2,3,3,1,1,2,5,1,2,1,3,1,2,0,3,3,2,1,2,6,1,1,1,2,0,4,0,0,1,3,1,0,1,2,3,1,0,2,1,2,1,2,0,1,1,3,0,2,3,3,3,3,1,1,0,1,2,0,1,1,3,3,0,2,1,0,0,2,1,3,2,2,3,0,3,4,2,1,1,1,3,1,0,1,0,1,0,2,0,1,3,0,3,0,0,2,0,0,3,4,2,2,2,3,2,3,2,2,1,2,2,2,4,2,3,0,1,3,0,1,1,0,2,1,1,1,1,3,2,1,4,0,2,2,0,0,2,1,1,3,0,0,2,1,0,1,1,0,0,0,1,1,0,2,0,1,1,0,2,0,2,0,0,2,1,0,1,0,0,4,0,2,0,1,2,3,1,2,1,1,2,4,0,2,1,1,2,1,4,0,2,0,0,2,1,1,0,1,0,2,0,0,1,1,2,1,0,0,1,0,0,1,1,1,1,1,0,3,1,1,2,1,0,4,1,2,2,0,1,3,0,0,0,1,0,2,2,1,1,2,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,2,0,0,2,0,1,1,0,1,3,1,2,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,2,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
